transaction_id,timestamp,item_name,category,quantity,unit_price,food_cost,table_id,server_id,payment_method
068B828F,2026-03-06 11:15:14,Masala Chai,beverage,2,60,6.52,T35,server_01,Card
154D63C5,2026-03-06 11:15:14,Chicken Tikka Wrap,food,1,217,60.93,T35,server_03,Cash
9883EF5D,2026-03-06 11:15:14,Sparkling Water,beverage,1,94,9.14,T35,server_03,Card
9E5B6725,2026-03-06 19:55:49,Lamb Kebab Platter,food,1,496,214.35,T36,server_03,Card
BBB80F44,2026-03-06 19:55:49,Margherita Pizza,food,1,319,90.16,T36,server_01,Card
65887CB8,2026-03-06 19:55:49,Fresh Lime Soda,beverage,1,76,10.47,T36,server_01,Card
432E8DAF,2026-03-06 19:55:49,Dal Makhani Bowl,food,1,178,35.96,T36,server_01,Cash
CECC695D,2026-03-06 11:56:41,Mango Lassi,beverage,1,115,24.85,T37,server_02,UPI
693349B6,2026-03-06 11:56:41,Lamb Kebab Platter,food,1,500,186.43,T37,server_01,Wallet
50FDDD9A,2026-03-06 11:17:02,Chicken Tikka Wrap,food,1,230,65.09,T38,server_01,Wallet
FECAA679,2026-03-06 11:17:02,Masala Chai,beverage,1,63,7.55,T38,server_03,Card
E51B7D96,2026-03-06 17:04:56,Fresh Lime Soda,beverage,1,81,12.5,T39,server_03,UPI
1257DA25,2026-03-06 17:04:56,Mango Lassi,beverage,1,112,23.43,T39,server_01,Card
1E092EA0,2026-03-06 17:04:56,Veg Burger,food,1,191,44.14,T39,server_03,UPI
FB9F6E6F,2026-03-06 14:06:07,Chocolate Lava Cake,dessert,2,231,68.66,T40,server_03,Wallet
B74E0104,2026-03-06 14:06:07,Gulab Jamun,dessert,1,117,25.9,T40,server_01,Cash
76C43F4B,2026-03-06 16:39:53,Chicken Tikka Wrap,food,1,219,69.91,T41,server_02,UPI
A43D1A10,2026-03-06 16:39:53,Cheesecake Slice,dessert,2,179,50.33,T41,server_01,Card
964F8B9B,2026-03-06 16:39:53,Chocolate Lava Cake,dessert,1,221,70.04,T41,server_02,Cash
DE4C753A,2026-03-06 16:39:53,Lamb Kebab Platter,food,1,495,181.04,T41,server_02,Cash
0DC10DD0,2026-03-06 11:12:37,Caesar Salad,food,1,192,44.41,T42,server_01,Card
52FDD0C6,2026-03-06 11:12:37,Mango Lassi,beverage,2,113,21.2,T42,server_02,Cash
B8F45072,2026-03-06 11:12:37,Fresh Lime Soda,beverage,2,81,12.63,T42,server_01,Cash
1BFD1E6C,2026-03-06 19:50:26,Gulab Jamun,dessert,1,118,25.99,T43,server_03,Card
891B5CA3,2026-03-06 19:50:26,Lamb Kebab Platter,food,2,515,203.1,T43,server_03,Cash
8A7387CC,2026-03-06 20:17:07,Sparkling Water,beverage,1,87,9.24,T44,server_02,UPI
C5FBCA48,2026-03-06 20:17:07,Pasta Arrabiata,food,2,279,59.16,T44,server_02,Card
E607046D,2026-03-06 20:17:07,Chicken Tikka Wrap,food,1,217,63.56,T44,server_02,Wallet
85FE4D7A,2026-03-06 17:00:41,Chicken Tikka Wrap,food,1,226,71.78,T45,server_03,Wallet
98D4FCAF,2026-03-06 17:00:41,Pasta Arrabiata,food,1,294,66.02,T45,server_03,Wallet
15EAD5E1,2026-03-06 17:00:41,Caesar Salad,food,1,190,45.68,T45,server_01,Card
AD0F8F40,2026-03-06 17:00:41,Margherita Pizza,food,1,312,81.06,T45,server_01,Wallet
D930F541,2026-03-06 20:16:46,Grilled Salmon,food,1,477,163.2,T46,server_02,Wallet
792ED935,2026-03-06 20:16:46,Chicken Tikka Wrap,food,1,212,64.85,T46,server_02,Card
CA49DFD2,2026-03-06 20:16:46,Grilled Salmon,food,1,458,171.94,T46,server_02,Card
9F4D47F6,2026-03-06 20:22:14,Masala Chai,beverage,1,59,7.19,T47,server_03,Cash
9BA1B6A7,2026-03-06 20:22:14,Cold Coffee,beverage,1,126,23.0,T47,server_01,UPI
DA7A031C,2026-03-06 20:22:14,Dal Makhani Bowl,food,2,187,34.38,T47,server_02,Card
7296497E,2026-03-06 20:22:14,Cold Coffee,beverage,1,125,22.24,T47,server_03,Card
A1D130AA,2026-03-06 20:03:59,Sparkling Water,beverage,1,93,10.17,T48,server_03,UPI
EAA781D0,2026-03-06 20:03:59,Margherita Pizza,food,2,333,86.8,T48,server_01,Card
D5BAF131,2026-03-06 20:03:59,Cold Coffee,beverage,1,124,24.09,T48,server_03,Card
6C6E6AF5,2026-03-06 20:03:59,Mushroom Risotto,food,1,363,116.7,T48,server_01,Wallet
ACDDC3D0,2026-03-06 17:48:59,Sparkling Water,beverage,1,87,8.8,T49,server_02,Card
7A9F1866,2026-03-06 17:48:59,Mango Lassi,beverage,2,111,20.48,T49,server_03,Wallet
B9287851,2026-03-06 14:20:37,Sparkling Water,beverage,1,88,9.05,T50,server_02,Card
5F3EDBA1,2026-03-06 14:20:37,Mushroom Risotto,food,1,336,99.89,T50,server_01,Wallet
7EE08429,2026-03-06 19:31:30,Masala Chai,beverage,1,59,7.1,T51,server_03,Card
BE12A8BC,2026-03-06 19:31:30,Cheesecake Slice,dessert,1,175,50.41,T51,server_03,UPI
A3559780,2026-03-06 16:55:43,Cold Coffee,beverage,1,120,23.09,T52,server_02,UPI
FABE66C0,2026-03-06 16:55:43,Veg Burger,food,1,200,45.12,T52,server_02,Wallet
3E513081,2026-03-06 16:55:43,Fish & Chips,food,1,390,147.2,T52,server_03,Card
AB6FF3EC,2026-03-06 16:55:43,Chicken Tikka Wrap,food,1,224,72.33,T52,server_01,UPI
44E130E4,2026-03-06 20:19:20,Cheesecake Slice,dessert,2,177,52.52,T53,server_03,UPI
1331F93D,2026-03-06 20:19:20,Mango Lassi,beverage,2,107,21.07,T53,server_02,Card
8B9CF5E0,2026-03-06 20:19:20,Margherita Pizza,food,2,326,90.6,T53,server_02,Cash
1DB7C6B6,2026-03-06 11:38:52,Gulab Jamun,dessert,1,114,23.94,T54,server_03,Cash
5215DCA9,2026-03-06 11:38:52,Caesar Salad,food,2,199,52.35,T54,server_02,Card
ADCB6DD5,2026-03-06 17:09:49,Dal Makhani Bowl,food,1,181,37.66,T55,server_02,Wallet
CBA3D24A,2026-03-06 17:09:49,Chicken Tikka Wrap,food,1,225,65.96,T55,server_03,UPI
39282D4B,2026-03-06 15:34:50,Grilled Salmon,food,1,497,174.42,T56,server_01,UPI
12115803,2026-03-06 15:34:50,Mushroom Risotto,food,1,357,116.27,T56,server_03,Card
068B4727,2026-03-06 19:35:06,Fish & Chips,food,1,371,137.08,T57,server_02,Wallet
C048C6FD,2026-03-06 19:35:06,Veg Burger,food,2,196,47.12,T57,server_03,Card
E7E63461,2026-03-06 19:35:06,Pasta Arrabiata,food,1,270,53.94,T57,server_01,Card
1B517F59,2026-03-06 11:11:30,Lamb Kebab Platter,food,2,542,232.08,T58,server_02,Wallet
14A4FC6A,2026-03-06 11:11:30,Chocolate Lava Cake,dessert,1,211,69.28,T58,server_02,Wallet
3992D577,2026-03-06 13:03:27,Mushroom Risotto,food,1,345,112.54,T59,server_02,Card
05D8019C,2026-03-06 13:03:27,Cheesecake Slice,dessert,1,173,45.76,T59,server_03,Card
C411CD0A,2026-03-06 19:49:39,Margherita Pizza,food,1,305,80.89,T60,server_02,Card
C3B11F96,2026-03-06 19:49:39,Mushroom Risotto,food,1,347,111.32,T60,server_01,Card
6FDCD571,2026-03-06 19:49:39,Chocolate Lava Cake,dessert,2,212,57.47,T60,server_01,UPI
4053225A,2026-03-07 13:03:38,Mango Lassi,beverage,1,105,18.93,T01,server_03,Wallet
C670E876,2026-03-07 13:03:38,Pasta Arrabiata,food,1,277,59.81,T01,server_02,Wallet
D813C6D2,2026-03-07 13:03:38,Pasta Arrabiata,food,1,284,64.54,T01,server_03,Wallet
FD1A80B5,2026-03-07 13:03:38,Dal Makhani Bowl,food,1,174,35.8,T01,server_03,UPI
ED1A6DF2,2026-03-07 21:50:31,Caesar Salad,food,1,191,48.04,T02,server_03,UPI
909A03DF,2026-03-07 21:50:31,Cheesecake Slice,dessert,1,188,52.02,T02,server_01,Card
42CA435D,2026-03-07 21:50:31,Pasta Arrabiata,food,1,287,64.1,T02,server_03,Cash
CA76762F,2026-03-07 17:13:08,Dal Makhani Bowl,food,1,186,34.77,T03,server_03,Card
99BEB0EC,2026-03-07 17:13:08,Mushroom Risotto,food,2,346,119.49,T03,server_01,Wallet
5B9A7B40,2026-03-07 13:39:07,Gulab Jamun,dessert,1,124,28.44,T04,server_02,UPI
E1CBEC94,2026-03-07 13:39:07,Caesar Salad,food,1,187,44.42,T04,server_03,UPI
EAB2388B,2026-03-07 13:39:07,Masala Chai,beverage,2,59,6.55,T04,server_03,Wallet
B940E0DD,2026-03-07 13:39:07,Mango Lassi,beverage,1,114,22.38,T04,server_01,Wallet
A6FCB466,2026-03-07 12:03:57,Dal Makhani Bowl,food,1,178,34.97,T05,server_01,Card
ECAF831B,2026-03-07 12:03:57,Masala Chai,beverage,2,61,6.87,T05,server_02,Cash
B44B632C,2026-03-07 12:03:57,Fresh Lime Soda,beverage,2,84,13.51,T05,server_01,Cash
F4932253,2026-03-07 16:33:48,Chicken Tikka Wrap,food,1,230,68.04,T06,server_03,Cash
B44AB87B,2026-03-07 16:33:48,Veg Burger,food,2,206,48.66,T06,server_02,Cash
F4E533A1,2026-03-07 16:33:48,Pasta Arrabiata,food,1,293,60.32,T06,server_01,Card
328EBD09,2026-03-07 20:56:27,Cold Coffee,beverage,1,119,22.49,T07,server_03,Cash
4FC42202,2026-03-07 20:56:27,Chicken Tikka Wrap,food,1,223,65.17,T07,server_01,Wallet
F167A665,2026-03-07 20:56:27,Chocolate Lava Cake,dessert,2,219,61.6,T07,server_01,Card
3AA68031,2026-03-07 20:56:27,Lamb Kebab Platter,food,1,539,201.59,T07,server_03,Cash
DCC90170,2026-03-07 14:01:54,Chocolate Lava Cake,dessert,1,214,61.35,T08,server_01,Wallet
CD444810,2026-03-07 14:01:54,Cold Coffee,beverage,1,117,21.94,T08,server_03,Card
4DC80F08,2026-03-07 16:39:10,Pasta Arrabiata,food,1,267,58.24,T09,server_02,Cash
6E70FAD0,2026-03-07 16:39:10,Mushroom Risotto,food,2,345,111.84,T09,server_03,Cash
9C697DD9,2026-03-07 16:39:10,Mushroom Risotto,food,1,337,103.15,T09,server_02,Cash
1A0850BD,2026-03-07 16:39:10,Grilled Salmon,food,1,489,178.67,T09,server_01,Cash
8DF6474D,2026-03-07 11:15:27,Cheesecake Slice,dessert,2,186,56.5,T10,server_02,UPI
FD640840,2026-03-07 11:15:27,Margherita Pizza,food,1,320,88.16,T10,server_01,Wallet
2B167478,2026-03-07 11:15:27,Caesar Salad,food,1,198,48.38,T10,server_01,UPI
96CA2A4A,2026-03-07 11:15:27,Dal Makhani Bowl,food,1,181,34.46,T10,server_03,Wallet
7B55A3F0,2026-03-07 14:39:15,Veg Burger,food,2,204,44.99,T11,server_01,Cash
C38DC461,2026-03-07 14:39:15,Margherita Pizza,food,2,332,91.51,T11,server_03,UPI
16BD7B15,2026-03-07 20:54:38,Sparkling Water,beverage,1,87,8.97,T12,server_01,Cash
9DC36DFC,2026-03-07 20:54:38,Dal Makhani Bowl,food,1,173,32.2,T12,server_02,Card
CB89982C,2026-03-07 20:54:38,Mango Lassi,beverage,1,113,22.48,T12,server_01,Cash
B4B1F2C0,2026-03-07 21:47:11,Lamb Kebab Platter,food,1,525,204.67,T13,server_03,Wallet
A0BCB055,2026-03-07 21:47:11,Veg Burger,food,1,192,49.26,T13,server_03,Wallet
58022B66,2026-03-07 21:47:11,Margherita Pizza,food,1,308,79.47,T13,server_01,Card
0FA7EDAB,2026-03-07 20:48:06,Fresh Lime Soda,beverage,2,80,12.63,T14,server_01,UPI
DEAB7622,2026-03-07 20:48:06,Mango Lassi,beverage,1,108,19.85,T14,server_01,Card
15222007,2026-03-07 20:48:06,Fish & Chips,food,1,363,132.25,T14,server_03,UPI
36894009,2026-03-07 17:38:33,Fresh Lime Soda,beverage,1,78,10.96,T15,server_03,UPI
AE7E5E93,2026-03-07 17:38:33,Grilled Salmon,food,1,487,193.29,T15,server_01,Cash
F54B02BE,2026-03-07 17:38:33,Mushroom Risotto,food,2,365,112.02,T15,server_02,Wallet
591105A3,2026-03-07 15:29:11,Mushroom Risotto,food,2,364,106.96,T16,server_01,Cash
1104C378,2026-03-07 15:29:11,Fish & Chips,food,1,392,150.51,T16,server_01,UPI
E4978AA4,2026-03-07 20:42:22,Margherita Pizza,food,1,327,84.43,T17,server_02,UPI
78BBFA9D,2026-03-07 20:42:22,Pasta Arrabiata,food,1,284,57.98,T17,server_01,Cash
BD3EEDC0,2026-03-07 20:42:22,Chicken Tikka Wrap,food,1,210,66.53,T17,server_02,Card
6A10B3DA,2026-03-07 20:42:22,Pasta Arrabiata,food,2,272,62.14,T17,server_02,UPI
2447B465,2026-03-07 20:19:05,Chocolate Lava Cake,dessert,1,221,70.8,T18,server_02,UPI
F2B4C5FD,2026-03-07 20:19:05,Caesar Salad,food,1,186,50.53,T18,server_03,Cash
2BA3DAA5,2026-03-07 20:16:34,Dal Makhani Bowl,food,2,183,34.88,T19,server_03,Card
ED3716CA,2026-03-07 20:16:34,Cold Coffee,beverage,1,115,20.13,T19,server_01,Wallet
FDF2D1DE,2026-03-07 20:16:34,Margherita Pizza,food,1,313,80.29,T19,server_02,Wallet
14087293,2026-03-07 17:19:06,Lamb Kebab Platter,food,1,532,223.72,T20,server_02,Wallet
036328E3,2026-03-07 17:19:06,Chocolate Lava Cake,dessert,1,225,69.71,T20,server_02,Wallet
2F207CC2,2026-03-07 18:59:55,Mushroom Risotto,food,1,345,111.44,T21,server_02,UPI
291EFBB1,2026-03-07 18:59:55,Mushroom Risotto,food,1,351,108.32,T21,server_02,Card
38CF5BC7,2026-03-07 16:43:01,Gulab Jamun,dessert,2,121,28.73,T22,server_03,Cash
7741E177,2026-03-07 16:43:01,Lamb Kebab Platter,food,1,544,217.85,T22,server_03,Card
F6813DBB,2026-03-07 16:43:01,Fresh Lime Soda,beverage,1,80,11.42,T22,server_01,UPI
571A2302,2026-03-07 18:06:14,Gulab Jamun,dessert,1,121,24.47,T23,server_02,Card
BF0B526A,2026-03-07 18:06:14,Chicken Tikka Wrap,food,1,225,66.98,T23,server_01,Card
E84E1FB7,2026-03-07 18:06:14,Chocolate Lava Cake,dessert,2,217,62.66,T23,server_01,Wallet
25308AE3,2026-03-07 18:06:14,Mango Lassi,beverage,2,112,22.88,T23,server_02,Wallet
29B0F88D,2026-03-07 18:21:50,Gulab Jamun,dessert,2,118,25.94,T24,server_02,Wallet
594BF85B,2026-03-07 18:21:50,Sparkling Water,beverage,1,92,8.55,T24,server_03,UPI
6362399F,2026-03-07 18:21:50,Gulab Jamun,dessert,2,123,25.08,T24,server_02,Wallet
F50FD327,2026-03-07 19:33:17,Veg Burger,food,2,210,50.9,T25,server_01,Wallet
5AABD014,2026-03-07 19:33:17,Pasta Arrabiata,food,1,269,55.49,T25,server_01,Card
DB94ADC5,2026-03-07 19:33:17,Gulab Jamun,dessert,1,125,26.27,T25,server_02,Card
BACA2A90,2026-03-07 19:33:17,Mango Lassi,beverage,1,111,21.18,T25,server_01,Wallet
FD21E0FE,2026-03-07 16:39:14,Mushroom Risotto,food,1,340,105.58,T26,server_01,Wallet
C10359DE,2026-03-07 16:39:14,Pasta Arrabiata,food,1,272,64.92,T26,server_01,UPI
DF50604A,2026-03-07 12:56:10,Cold Coffee,beverage,1,125,20.35,T27,server_02,UPI
D0020E9A,2026-03-07 12:56:10,Caesar Salad,food,1,183,46.03,T27,server_02,Cash
AA779D83,2026-03-07 12:56:10,Mushroom Risotto,food,1,367,127.27,T27,server_01,Card
74A02AF2,2026-03-07 12:56:10,Chocolate Lava Cake,dessert,1,228,69.34,T27,server_03,Card
A7E311C1,2026-03-07 19:47:02,Lamb Kebab Platter,food,2,526,228.25,T28,server_01,Card
E6DFE6B1,2026-03-07 19:47:02,Veg Burger,food,1,196,44.84,T28,server_03,Card
641E3E49,2026-03-07 19:47:02,Fresh Lime Soda,beverage,1,80,11.81,T28,server_03,Cash
9685AB02,2026-03-07 17:41:59,Cheesecake Slice,dessert,1,181,45.68,T29,server_01,Cash
BFCB170E,2026-03-07 17:41:59,Chocolate Lava Cake,dessert,1,230,70.43,T29,server_03,UPI
12EB9731,2026-03-07 13:56:32,Chocolate Lava Cake,dessert,1,210,57.45,T30,server_02,Cash
5679949D,2026-03-07 13:56:32,Gulab Jamun,dessert,1,122,24.45,T30,server_01,Cash
57D437F6,2026-03-07 13:40:37,Sparkling Water,beverage,1,91,8.66,T31,server_03,Wallet
C7B31CAA,2026-03-07 13:40:37,Cold Coffee,beverage,2,121,20.01,T31,server_01,Card
F477D07A,2026-03-07 21:48:47,Chicken Tikka Wrap,food,1,229,64.31,T32,server_03,UPI
3D64AF75,2026-03-07 21:48:47,Mango Lassi,beverage,1,108,23.46,T32,server_02,Wallet
55BDC7EB,2026-03-07 11:58:33,Lamb Kebab Platter,food,2,507,212.5,T33,server_01,Card
CF61AA8E,2026-03-07 11:58:33,Margherita Pizza,food,1,330,93.37,T33,server_03,Cash
7F63000A,2026-03-07 15:51:26,Chicken Tikka Wrap,food,1,216,65.35,T34,server_03,Wallet
243CB61C,2026-03-07 15:51:26,Mango Lassi,beverage,1,113,23.84,T34,server_01,Cash
83B375AD,2026-03-07 15:51:26,Cheesecake Slice,dessert,1,172,45.72,T34,server_02,Card
B92E0943,2026-03-07 15:51:26,Mushroom Risotto,food,1,360,110.44,T34,server_03,Cash
939834C3,2026-03-07 11:56:52,Fish & Chips,food,1,382,136.25,T35,server_01,Cash
2BFE8DA2,2026-03-07 11:56:52,Pasta Arrabiata,food,1,292,60.56,T35,server_01,Cash
AECCFF7F,2026-03-07 11:56:52,Fish & Chips,food,1,364,129.53,T35,server_02,Cash
17580517,2026-03-07 11:56:52,Caesar Salad,food,2,182,45.83,T35,server_01,Cash
95BF25E2,2026-03-07 11:18:49,Cold Coffee,beverage,2,117,21.88,T36,server_01,Card
07ECB01B,2026-03-07 11:18:49,Masala Chai,beverage,1,59,6.72,T36,server_03,Wallet
2A10BBCC,2026-03-07 14:12:50,Veg Burger,food,1,205,45.49,T37,server_01,Card
C3E1125A,2026-03-07 14:12:50,Fresh Lime Soda,beverage,1,81,11.13,T37,server_03,Card
8158FFD2,2026-03-07 11:48:53,Chocolate Lava Cake,dessert,2,227,71.25,T38,server_02,UPI
BE129387,2026-03-07 11:48:53,Fresh Lime Soda,beverage,1,81,11.38,T38,server_03,Cash
C547E6E0,2026-03-07 11:48:53,Lamb Kebab Platter,food,1,535,193.09,T38,server_01,UPI
CF6FEF12,2026-03-07 17:26:47,Caesar Salad,food,1,192,49.54,T39,server_01,Card
2B9D06DB,2026-03-07 17:26:47,Grilled Salmon,food,1,500,182.52,T39,server_01,Cash
BCD43267,2026-03-07 17:26:47,Caesar Salad,food,1,196,45.67,T39,server_02,UPI
F82EE863,2026-03-07 17:26:47,Chicken Tikka Wrap,food,1,216,70.25,T39,server_02,Card
EDD4F2A9,2026-03-07 11:58:24,Chocolate Lava Cake,dessert,1,230,74.93,T40,server_02,Wallet
056120E9,2026-03-07 11:58:24,Grilled Salmon,food,2,489,173.24,T40,server_02,UPI
72EADE8C,2026-03-07 17:50:22,Gulab Jamun,dessert,1,120,25.81,T41,server_02,Card
02C52126,2026-03-07 17:50:22,Cheesecake Slice,dessert,1,187,56.44,T41,server_03,Card
699254C1,2026-03-07 11:34:52,Sparkling Water,beverage,1,87,9.0,T42,server_02,UPI
7F264615,2026-03-07 11:34:52,Mango Lassi,beverage,2,108,23.1,T42,server_02,Wallet
9D07CFFC,2026-03-07 11:34:52,Veg Burger,food,1,193,49.01,T42,server_03,Wallet
D60A5A7A,2026-03-07 11:34:52,Lamb Kebab Platter,food,1,524,221.91,T42,server_03,Card
19A5A3A4,2026-03-07 16:55:57,Lamb Kebab Platter,food,2,539,201.26,T43,server_03,Card
2DD68AEF,2026-03-07 16:55:57,Masala Chai,beverage,1,58,6.38,T43,server_01,Card
5D0B149F,2026-03-07 16:55:57,Chocolate Lava Cake,dessert,1,220,66.34,T43,server_02,Wallet
D316075C,2026-03-07 19:17:37,Chicken Tikka Wrap,food,1,209,57.98,T44,server_02,Card
6ABA115C,2026-03-07 19:17:37,Grilled Salmon,food,2,460,166.85,T44,server_01,UPI
A5806B62,2026-03-07 19:17:37,Chocolate Lava Cake,dessert,1,214,64.57,T44,server_01,Card
E8C111F0,2026-03-07 19:17:37,Dal Makhani Bowl,food,1,184,36.74,T44,server_03,Card
42203818,2026-03-07 21:46:10,Margherita Pizza,food,1,327,79.02,T45,server_03,Card
2F6B2149,2026-03-07 21:46:10,Fresh Lime Soda,beverage,1,79,12.41,T45,server_03,Wallet
F436CCD1,2026-03-07 21:46:10,Fish & Chips,food,1,375,141.1,T45,server_03,Cash
E2CA472C,2026-03-07 21:46:10,Margherita Pizza,food,1,329,78.12,T45,server_01,Wallet
C1C9ACE6,2026-03-07 13:01:33,Cheesecake Slice,dessert,1,182,51.51,T46,server_03,UPI
13772CEC,2026-03-07 13:01:33,Fish & Chips,food,1,380,122.1,T46,server_03,UPI
A1A82943,2026-03-07 13:01:33,Fish & Chips,food,2,380,133.25,T46,server_01,UPI
4B965006,2026-03-07 14:50:18,Gulab Jamun,dessert,1,123,26.82,T47,server_03,UPI
08ED583E,2026-03-07 14:50:18,Mango Lassi,beverage,1,114,23.83,T47,server_03,Cash
BFFB9F4A,2026-03-07 12:13:00,Cold Coffee,beverage,2,126,23.99,T48,server_03,Cash
396D4B29,2026-03-07 12:13:00,Mushroom Risotto,food,1,342,108.84,T48,server_03,UPI
898B1A89,2026-03-07 12:13:00,Pasta Arrabiata,food,2,278,64.18,T48,server_01,Wallet
D22067AF,2026-03-07 12:13:00,Chicken Tikka Wrap,food,1,227,70.21,T48,server_03,Cash
50FE01DB,2026-03-07 11:18:46,Fish & Chips,food,1,381,127.63,T49,server_01,UPI
F902D7C3,2026-03-07 11:18:46,Caesar Salad,food,2,181,44.95,T49,server_02,Card
E66C111A,2026-03-07 11:18:46,Cheesecake Slice,dessert,1,174,51.52,T49,server_03,Card
E45047FE,2026-03-07 11:18:46,Lamb Kebab Platter,food,1,497,201.87,T49,server_01,Cash
BA5104EC,2026-03-07 18:08:06,Veg Burger,food,2,210,49.12,T50,server_03,Card
DB92C9A1,2026-03-07 18:08:06,Cheesecake Slice,dessert,1,176,47.13,T50,server_01,UPI
943BC02B,2026-03-07 18:08:06,Cold Coffee,beverage,1,122,21.36,T50,server_03,UPI
AFB3CABE,2026-03-07 13:31:00,Gulab Jamun,dessert,1,116,26.17,T51,server_03,Cash
164FACB0,2026-03-07 13:31:00,Masala Chai,beverage,1,61,6.89,T51,server_02,Wallet
B3311715,2026-03-07 13:31:00,Fish & Chips,food,1,384,145.15,T51,server_02,Card
A5ABF2D2,2026-03-07 13:31:00,Cold Coffee,beverage,1,121,20.21,T51,server_03,Cash
2D556964,2026-03-07 12:11:27,Veg Burger,food,1,204,51.45,T52,server_03,UPI
0A95E2CE,2026-03-07 12:11:27,Grilled Salmon,food,1,476,182.16,T52,server_03,Card
B138243E,2026-03-07 15:00:13,Pasta Arrabiata,food,1,285,57.24,T53,server_02,UPI
C8897CD4,2026-03-07 15:00:13,Masala Chai,beverage,1,57,6.62,T53,server_03,Wallet
DFA35D8E,2026-03-07 15:00:13,Sparkling Water,beverage,1,94,9.13,T53,server_02,Card
77FE591B,2026-03-07 15:00:13,Grilled Salmon,food,1,467,173.07,T53,server_03,Card
67638038,2026-03-07 20:00:02,Sparkling Water,beverage,1,93,10.23,T54,server_02,Wallet
32AC764F,2026-03-07 20:00:02,Sparkling Water,beverage,2,91,9.19,T54,server_03,Cash
B442FDBE,2026-03-07 20:00:02,Cheesecake Slice,dessert,1,171,47.61,T54,server_03,Card
0F612555,2026-03-07 20:00:02,Cheesecake Slice,dessert,1,188,49.52,T54,server_03,Card
8E41D39F,2026-03-07 17:52:25,Fresh Lime Soda,beverage,1,80,12.78,T55,server_02,UPI
2C3DA184,2026-03-07 17:52:25,Margherita Pizza,food,1,333,82.51,T55,server_01,UPI
0EEEF707,2026-03-07 17:52:25,Fish & Chips,food,1,399,149.68,T55,server_01,Wallet
E58DB224,2026-03-07 17:52:25,Pasta Arrabiata,food,1,283,58.52,T55,server_03,UPI
91217826,2026-03-07 16:04:11,Lamb Kebab Platter,food,2,543,199.57,T56,server_03,UPI
B586BD29,2026-03-07 16:04:11,Caesar Salad,food,1,192,47.34,T56,server_03,Cash
F120CD62,2026-03-07 16:04:11,Chocolate Lava Cake,dessert,1,223,72.28,T56,server_03,Card
EEF67F10,2026-03-07 16:04:11,Grilled Salmon,food,1,474,186.87,T56,server_01,Card
56E48A6D,2026-03-07 20:56:15,Lamb Kebab Platter,food,2,541,214.73,T57,server_03,Wallet
E176FA7A,2026-03-07 20:56:15,Chocolate Lava Cake,dessert,1,210,64.81,T57,server_03,UPI
CA29292A,2026-03-07 20:56:15,Chicken Tikka Wrap,food,1,227,68.98,T57,server_01,Wallet
A42AEA23,2026-03-07 20:56:15,Margherita Pizza,food,2,323,83.71,T57,server_01,Cash
DAD34E5B,2026-03-07 15:15:28,Sparkling Water,beverage,2,89,9.16,T58,server_03,Card
C717BB2F,2026-03-07 15:15:28,Masala Chai,beverage,2,58,6.28,T58,server_02,UPI
E8AC9B6A,2026-03-07 12:36:35,Pasta Arrabiata,food,1,281,56.67,T59,server_03,Wallet
5C17A33C,2026-03-07 12:36:35,Margherita Pizza,food,2,318,76.94,T59,server_02,UPI
A0B73A33,2026-03-07 12:36:35,Masala Chai,beverage,1,58,6.79,T59,server_03,UPI
C5867D85,2026-03-08 11:14:15,Cheesecake Slice,dessert,1,178,54.65,T01,server_02,Cash
6DBB8EF7,2026-03-08 11:14:15,Sparkling Water,beverage,1,91,8.46,T01,server_01,Wallet
FC7877A5,2026-03-08 11:14:15,Dal Makhani Bowl,food,1,180,36.95,T01,server_03,UPI
53855CE9,2026-03-08 19:49:26,Cheesecake Slice,dessert,1,181,53.36,T02,server_03,Wallet
A70930D0,2026-03-08 19:49:26,Cheesecake Slice,dessert,1,182,49.14,T02,server_01,Card
A0212821,2026-03-08 19:49:26,Fresh Lime Soda,beverage,1,77,11.13,T02,server_02,Wallet
E9FCE4A3,2026-03-08 19:49:26,Sparkling Water,beverage,1,91,9.24,T02,server_03,Card
4019AAFA,2026-03-08 18:38:21,Pasta Arrabiata,food,2,273,62.47,T03,server_03,UPI
C70A015E,2026-03-08 18:38:21,Fresh Lime Soda,beverage,1,76,10.55,T03,server_01,Cash
0DEE9FE8,2026-03-08 18:38:21,Grilled Salmon,food,1,469,172.4,T03,server_02,Wallet
79B85F3D,2026-03-08 19:35:56,Mushroom Risotto,food,1,359,112.78,T04,server_02,Wallet
24F4A3E7,2026-03-08 19:35:56,Mushroom Risotto,food,1,357,111.86,T04,server_01,Wallet
7526B864,2026-03-08 12:16:01,Pasta Arrabiata,food,1,289,68.69,T05,server_03,Card
6075C7F1,2026-03-08 12:16:01,Cold Coffee,beverage,1,119,22.08,T05,server_01,UPI
EBD0AC6D,2026-03-08 12:16:01,Masala Chai,beverage,1,59,6.72,T05,server_02,UPI
CCF470D5,2026-03-08 19:24:51,Gulab Jamun,dessert,2,116,26.87,T06,server_02,UPI
2CD5BA3F,2026-03-08 19:24:51,Chicken Tikka Wrap,food,1,216,60.89,T06,server_01,Card
B29B8E61,2026-03-08 19:24:51,Margherita Pizza,food,1,308,82.38,T06,server_02,Wallet
80963B8C,2026-03-08 19:24:51,Mushroom Risotto,food,1,347,111.45,T06,server_01,Cash
AF47E29B,2026-03-08 18:09:40,Lamb Kebab Platter,food,2,534,230.95,T07,server_03,Cash
